s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
114,115,21507,242.74,39.16,0.01097,0.088673,xscan,0.045892,0.0024729,0.02311,0.017827,0.02923,0.023418,0.018678,,0.86165,1.1929,1.022,1.0873,0,exponential,7.725,0.049336,6.7838,0.026754,0.05482,8.3762,0.45735,0.12633,2.2527,7.634e-05,0.0096417,0.034882,exponential,5.2311,exponential,9.6752,0.089886,0.20015,0.083404,2.8391e-05,7.76e-07,2.3008e-07,9.7089e-08
115,116,21435,236.77,45.91,0.0074082,0.083277,xscan,0.040617,0.019452,0.019908,0.021774,0.022874,0.029581,0.0219,0.92564,0,1.1062,0.84036,1.0098,0.30251,powerlaw,15.125,0.051066,6.4401,0.00020856,0.057319,8.281,0.025769,0.12182,2.2436,8.5251e-05,0.63156,0.013505,exponential,6.3387,powerlaw,9.5836,0.10864,0.18608,0.085366,5.1063e-05,3.4274e-06,1.38e-06,7.237e-07
116,117,21212,241.87,38.91,0.0058071,0.087039,xscan,0.04636,0.015221,0.016968,0.021745,0.022488,0.026562,0.021899,,0,0.99043,1.0485,1.1302,0.3806,exponential,6.3979,0.047722,7.1952,0.0096417,0.053526,9.7586,0.30077,0.17441,2.3488,6.0558e-05,0.13716,0.043101,gaussian,6.9513,powerlaw,7.137,0.080855,0.11249,0.083213,2.3314e-05,6.3519e-07,1.883e-07,7.9452e-08
117,118,21206,241.55,37.872,0.0030632,0.075344,xscan,0.04856,0,0.020669,0.020256,0.024116,0.023764,0.019274,,1.7903,1.435,0.86874,0.82461,0.92075,exponential,4.9777,0.045883,7.2158,0.0034147,0.051341,9.3171,0.91959,0.1403,2.2806,6.3112e-05,0.063161,0.040613,powerlaw,5.1876,exponential,9.3714,0.092741,0.22828,0.082675,2.2444e-05,6.1204e-07,1.8144e-07,7.6562e-08
118,119,21287,242.76,36.807,0.0020711,0.080903,xscan,0.048405,0,0.0098813,0.023962,0.021402,0.026164,0.015415,,0.49458,1.764,0.86263,1.0526,0.2413,exponential,2.5959,0.044575,6.9662,0.51169,0.04952,8.5875,0.98014,0.12016,2.2403,6.32e-05,0.088053,0.03934,exponential,5.5323,exponential,10.208,0.081408,0.15124,0.082844,2.2611e-05,6.1766e-07,1.8313e-07,7.7275e-08
119,120,21255,242.97,33.181,0.0065543,0.084365,xscan,0.043351,0.010132,0.016479,0.019395,0.022362,0.028541,0.018001,,1.6862,0.88327,0.97986,1.2067,0,exponential,5.5823,0.047344,8.2217,0.0011281,0.052923,10.755,0.07314,0.17493,2.3499,5.7939e-05,0.026754,0.043161,exponential,6.4754,exponential,12.721,0.095399,0.28518,0.083377,2.0717e-05,5.6354e-07,1.6704e-07,7.0482e-08
120,121,21171,240.71,36.436,0.0053345,0.081931,xscan,0.050569,0.01527,0.017295,0.024294,0.026276,0.019194,0.018899,,,0.92563,0.67071,1.2318,0.91428,powerlaw,1.2751,0.049619,4.3749,0.0002683,0.055228,4.8487,0.026754,0.088902,2.1778,9.1377e-05,0.07314,5.5803e-06,exponential,3.5864,gaussian,7.4526,0.08897,0.15792,0.083467,5.5562e-05,4.0369e-06,1.6694e-06,8.922e-07
121,122,21299,243.57,35.479,0.0041335,0.0754,xscan,0.042322,0.0063726,0.019156,0.022978,0.023142,0.023079,0.021098,0,1.3086,1.1707,2.6696,0.61139,0.5199,exponential,4.5283,0.045116,7.5966,0.07314,0.05084,10.656,0.72751,0.18091,2.3618,5.2488e-05,0.03631,0.043118,gaussian,8.3027,powerlaw,11.038,0.21776,0.15219,0.082727,1.9292e-05,5.2485e-07,1.5558e-07,6.5643e-08
122,123,21216,241.38,37.612,0.0063683,0.12208,xscan,0.045545,0.024817,0,0.026391,0.024038,0.027173,0.035239,6.38,,0.81189,1.1113,0.48589,0.35625,powerlaw,15.325,0.058535,8.2992,0.00022882,0.069702,14.503,0.025769,0.1583,2.3166,9.8955e-05,0.2393,0.028948,exponential,2.3186,powerlaw,28.05,0.095011,0.55049,0.082971,5.8292e-05,3.5835e-06,1.4008e-06,7.1936e-07
123,124,21100,240.82,42.081,0.003801,0.096234,xscan,0.043917,0.0141,0.013854,0.025331,0.022978,0.025529,0.025204,0,,1.1115,0.96802,0.99004,0.13629,exponential,0.1151,0.051192,7.8164,0.0030589,0.058716,12.092,0.45735,0.1986,2.3972,6.428e-05,0.14199,0.04206,exponential,7.5677,powerlaw,9.9699,0.10023,0.19754,0.082605,2.2719e-05,6.1704e-07,1.8289e-07,7.7164e-08
124,125,21071,239.54,39.779,0.0078937,0.080771,xscan,0.044057,0.024324,0.012436,0.025852,0.027161,0.024832,0,,0,1.3928,0.8612,1.6781,0,exponential,10.103,0.0496,4.6318,0.51169,0.054819,4.8591,0.47043,0.094499,2.189,8.77e-05,0.063161,3.1211e-06,gaussian,5.8814,gaussian,5.935,0.081154,0.088466,0.083979,4.7671e-05,1.3344e-06,3.9617e-07,1.6725e-07
125,126,21068,237.49,44.386,0.011058,0.096302,xscan,0.044621,0.0040343,0.01246,0.025592,0.030772,0.023141,0.024358,0,0,1.2442,1.021,0.37297,0.40059,powerlaw,2.4728,0.053172,7.0692,0.040941,0.059592,8.8774,0.80215,0.11403,2.2281,9.4181e-05,0.14121,0.025882,gaussian,7.5747,powerlaw,7.6336,0.17294,0.12204,0.084519,5.6613e-05,3.8718e-06,1.5688e-06,8.2643e-07
126,127,21154,238.19,42.965,0.010723,0.075936,xscan,0.040092,0.0045046,0.020727,0.020311,0.025112,0.019782,0.0082572,,0.84534,0.68033,1.069,1.153,0,exponential,4.2269,0.043514,5.6736,0.72751,0.047849,6.3081,0.69047,0.08415,2.1683,6.7157e-05,0.18747,0.013401,gaussian,6.6362,gaussian,6.0339,0.073564,0.10231,0.084663,2.8428e-05,7.8426e-07,2.3265e-07,9.8191e-08
127,128,20814,233.17,52.128,0.0039559,0.076198,xscan,0.046704,0.022165,0,0.023355,0.022086,0.022232,0.012914,0.76823,0,1.6917,0.70884,1.0813,0,powerlaw,0.21814,0.042676,4.9595,0.15755,0.047431,5.6323,0.44038,0.075272,2.1505,6.9244e-05,0.27347,3.7846e-06,exponential,5.8648,powerlaw,5.4687,0.068891,0.076756,0.084974,4.2367e-05,3.1809e-06,1.33e-06,7.1643e-07
128,129,20633,233.04,51.511,0.0032349,0.087127,xscan,0.03996,0.0087292,0.026168,0.012594,0.024515,0.027337,0.020147,,0.71644,,1.0023,0.96646,0,powerlaw,1.8725,0.047988,6.8248,0.0029501,0.053755,8.7144,0.15755,0.13416,2.2683,7.1557e-05,0.15755,0.02662,exponential,5.9581,powerlaw,9.3715,0.10781,0.11801,0.083944,4.262e-05,2.7769e-06,1.1069e-06,5.764e-07
129,130,20913,233.72,50.657,0.0046084,0.085119,xscan,0.043419,0.012437,0.017831,0.020446,0.02432,0.018929,0.020995,,0.84375,1.0734,1.4495,0.59671,0,powerlaw,2.0714,0.044786,6.8532,0.0073866,0.050552,9.3753,0.41944,0.13967,2.2793,6.2128e-05,0.5656,0.036243,gaussian,6.6457,powerlaw,12.014,0.083115,0.21542,0.08517,3.6911e-05,2.3732e-06,9.418e-07,4.8886e-07
130,131,20902,233.37,51.257,0.0041378,0.074544,xscan,0.039726,0,0,0.022919,0.018507,0.017297,0.020697,0.78592,,1.1622,0.50378,1.3854,0.74654,powerlaw,0.23089,0.038171,8.5762,0.0046039,0.044506,14.241,0.089602,0.21083,2.4217,3.3907e-05,0.089602,0.045891,powerlaw,10.094,powerlaw,10.793,0.17294,0.20652,0.084718,1.95e-05,1.0564e-06,3.9571e-07,1.9716e-07
131,132,20883,234.74,49.861,0.0039846,0.072075,xscan,0.0397,0.0084525,0.012658,0.020786,0.015385,0.020038,0.011705,0.6018,,1.2856,5.4662,0,0.84823,exponential,0.33386,0.035525,6.0656,0.14199,0.039695,7.9346,0.47043,0.10922,2.2184,4.2599e-05,0.07314,0.035881,exponential,4.7051,powerlaw,13.998,0.075325,0.087572,0.084653,1.569e-05,4.2945e-07,1.2734e-07,5.3736e-08
132,133,20771,232.6,53.708,0.0056491,0.083776,xscan,0.03904,0.007322,0.017254,0.02065,0.019303,0.022484,0.020677,,1.0331,1.0798,1.7679,0.84877,0,powerlaw,8.0698,0.044059,5.6485,0.0030589,0.049472,7.5017,0.15755,0.099128,2.1983,6.9026e-05,0.71018,0.011831,exponential,4.1313,powerlaw,11.861,0.092276,0.22098,0.084487,4.1776e-05,2.9614e-06,1.2145e-06,6.453e-07
133,134,20667,232.21,54.2,0.0059369,0.090055,xscan,0.044963,0,0.017314,0.02262,0.022046,0.022212,0.020895,,0.99526,0.81807,0.67618,0.94287,0.66902,exponential,3.6003,0.045197,7.1867,0.07314,0.051046,10.357,0.27347,0.1753,2.3506,5.4464e-05,0.0096417,0.043067,exponential,5.5304,powerlaw,12.483,0.079489,0.28313,0.084103,2e-05,5.4436e-07,1.6136e-07,6.8086e-08
134,135,20613,235.77,48.977,0.0046616,0.081428,xscan,0.042656,0,0.018339,0.019158,0.020351,0.018123,0.019411,0.20649,0.72796,2.1962,1.0756,0.45245,0.67134,exponential,1.669,0.040447,6.247,0.002054,0.045146,8.7038,0.12401,0.14884,2.2977,4.7553e-05,0.0061967,0.042363,exponential,4.4857,powerlaw,7.1452,0.067096,0.090034,0.083169,1.8548e-05,5.0652e-07,1.5017e-07,6.3369e-08
135,136,20680,238.03,44.115,0.0068012,0.10957,xscan,0.044083,0.019208,0.014194,0.017948,0.023244,0.025093,0.027991,0,,0,1.3351,0.77024,0.35279,powerlaw,2.4407,0.050981,14.833,0.00020856,0.064392,29.151,0.029966,0.30044,2.6009,3.6379e-05,0.18747,0.050094,powerlaw,8.2372,powerlaw,24.425,0.10452,0.43401,0.082435,2.0083e-05,8.7675e-07,3.0541e-07,1.4452e-07
136,137,20706,237.14,45.501,0.002941,0.071155,xscan,0.042237,0.028849,0,0.023236,0.022304,0.012189,0.014017,0,,0.96704,2.3221,0,0,powerlaw,4.282,0.040469,4.0963,0.00020856,0.045414,3.9509,0.026754,0.076636,2.1533,6.4086e-05,0.0092876,6.4594e-06,gaussian,7.2376,powerlaw,4.6542,0.20277,0.08643,0.082883,3.9186e-05,2.9325e-06,1.2248e-06,6.5923e-07
137,138,20683,236.35,44.253,0.0050249,0.092514,xscan,0.041524,0.016978,0.015525,0.022107,0.021952,0.021741,0.023631,,0.59444,1.4624,1.2811,0.80342,0.25354,powerlaw,10.57,0.045968,6.7402,0.00020856,0.052704,10.112,0.00020856,0.10713,2.2143,7.3726e-05,0.2393,0.021708,exponential,6.1977,powerlaw,9.2542,0.1285,0.17859,0.083773,4.4457e-05,3.0914e-06,1.2596e-06,6.6618e-07
138,139,20779,238.18,39.886,0.0045169,0.092458,xscan,0.041946,0.015431,0,0.017409,0.02558,0.017407,0.024783,,0.83969,1.3416,1.2135,0.62851,0.53195,powerlaw,1.5745,0.044367,8.9312,0.015242,0.052261,15.287,0.014095,0.22354,2.4471,4.3698e-05,0.089602,0.047196,exponential,4.9928,powerlaw,17.604,0.08993,0.25986,0.08282,2.4985e-05,1.3127e-06,4.8669e-07,2.4072e-07
139,140,20751,234.69,49.723,0.0083333,0.078167,xscan,0.041087,0.028239,0.0083497,0.027443,0.021182,0.01142,0.016061,0.66237,,0.67712,1.3597,0.67401,0.34958,exponential,2.1791,0.042678,3.8958,0.029966,0.047401,4.082,0.025769,0.075264,2.1505,6.8883e-05,0.0096417,1.5399e-05,exponential,3.2345,powerlaw,5.062,0.070572,0.086103,0.083801,4.1744e-05,1.1858e-06,3.5236e-07,1.488e-07
140,141,20687,232.38,51.915,0.0045283,0.11427,xscan,0.039999,0.018466,0.021219,0.02154,0.023558,0.013682,0.034798,0,2.1797,0.74595,0.72743,0,0.65315,powerlaw,26.253,0.049721,5.2029,8.3864e-06,0.057329,8.6834,0.0004661,0.11513,2.2303,8.749e-05,0.71018,8.0913e-06,exponential,3.394,powerlaw,14.959,0.077205,0.29805,0.084171,5.2565e-05,3.5855e-06,1.4515e-06,7.6414e-07
141,142,20601,232.7,50.834,0.003617,0.073815,xscan,0.045473,0.003433,0.023373,0.024238,0.022795,0.015842,0.015214,,0.55365,1.2032,0.69846,0.63401,1.2262,exponential,3.5027,0.044171,4.2156,0.005413,0.04898,5.0134,0.14199,0.078661,2.1573,7.3222e-05,0.0092876,7.5423e-06,powerlaw,4.3499,exponential,5.5492,0.064713,0.092128,0.084094,3.6974e-05,1.0327e-06,3.0657e-07,1.2942e-07
142,143,20678,233.16,52.199,0.014527,0.0849,xscan,0.03778,0,0.019078,0.022511,0.017842,0.014284,0.02482,,0.95261,1.1694,0.78867,0,1.0474,powerlaw,10.016,0.04292,3.6504,0.00022882,0.048018,4.5984,0.026754,0.086386,2.1728,7.0454e-05,0.029966,7.1517e-06,exponential,1.7525,exponential,7.6804,0.094017,0.17566,0.084277,4.2889e-05,3.1351e-06,1.2991e-06,6.9531e-07
143,144,20480,227.23,62.664,0.0037971,0.085816,xscan,0.042192,0.023286,0.012632,0.018289,0.023181,0.018462,0.028868,2.3498,1.0113,0.75038,0.74998,1.1478,0.98608,powerlaw,7.9176,0.046626,9.4305,0.005413,0.054585,14.611,0.0034147,0.16647,2.3329,5.95e-05,0.45735,0.040637,powerlaw,12.85,powerlaw,14.655,0.095039,0.24542,0.084057,3.492e-05,2.1049e-06,8.1736e-07,4.1777e-07
144,145,20539,232.93,52.497,0.012504,0.090271,xscan,0.046668,0.022382,0.023089,0.020145,0.023594,0.016628,0.021886,0.83546,1.4973,0.68071,1.3688,0.27812,0.70601,powerlaw,5.3165,0.045729,3.9022,0.00020856,0.051257,5.2147,0.0034147,0.076998,2.154,8.1697e-05,0.0029501,1.4695e-05,powerlaw,4.722,powerlaw,4.0996,0.063234,0.10717,0.083944,4.9947e-05,3.7345e-06,1.5593e-06,8.3909e-07
145,146,20889,240.68,51.543,0.0092286,0.19979,xscan,0.044488,0,0.027589,0.026259,0.038514,0.059244,0.083896,,0.48561,0.64045,0.75886,0.59951,0.46816,powerlaw,0.82922,0.12876,21.197,0.0002683,0.47485,500,0.026754,0.46565,2.9313,8.2507e-05,0.0030589,0.04794,powerlaw,18.538,powerlaw,26.68,0.34081,0.57498,0.083058,4.2235e-05,1.2387e-06,3.7738e-07,1.6239e-07
146,147,13758,246.06,39.597,0.017821,0.39055,xscan,0.05163,0.053815,0.055211,0.075274,0.12665,0.14467,0.18819,0.57202,0.74122,0.50591,0.76482,0.47954,0.73053,exponential,1.1735,0.2742,11.436,0.00054565,0.41512,45.851,0.34041,0.41639,2.8328,0.00067212,0.021697,0.018146,exponential,14.777,exponential,12.287,0.43831,0.4291,0.053411,0.0003013,8.1383e-06,2.4114e-06,1.0173e-06
147,148,21015,250.24,27.104,0.0095914,0.16142,xscan,0.04661,0.03437,0,0.023666,0.032763,0.032793,0.063862,0.47428,0,1.0523,0.86901,0.18902,0.33468,powerlaw,1.7578,0.1043,27.086,0.0030589,0.35482,500,0.010799,0.41201,2.824,6.0429e-05,0.06551,0.04999,powerlaw,8.2711,powerlaw,33.844,0.23382,0.59129,0.080278,3.1701e-05,1.0579e-06,3.3663e-07,1.4939e-07
148,149,21012,251.82,25.609,0.0078248,0.19114,xscan,0.046486,0,0.018752,0.02386,0.025097,0.03784,0.05457,,,1.5659,0.75133,0.56286,0.35102,powerlaw,0.2878,0.090686,24.687,0.0046039,0.31978,500,0.18723,0.48338,2.9668,3.4487e-05,0.18723,0.054142,exponential,8.0496,powerlaw,34.193,0.17104,0.68199,0.079614,1.7512e-05,4.9213e-07,1.4779e-07,6.295e-08
149,150,21025,255.7,25.064,0.0024109,0.098748,xscan,0.043197,0,0.023384,0.020295,0.023984,0.020454,0.025354,0,1.3901,0.96233,1.2006,0.51032,0.38845,powerlaw,13.652,0.046824,6.3017,0.0046039,0.053029,8.5101,0.0058056,0.094484,2.189,8.0334e-05,0.23106,0.010964,exponential,5.3647,powerlaw,10.633,0.075921,0.2332,0.07805,4.8723e-05,3.4928e-06,1.4378e-06,7.6599e-07
150,151,20902,248.34,23.256,0.0040686,0.083359,xscan,0.036333,0,0.023212,0.020221,0.020186,0.022372,0.020072,0,1.8975,1.125,0.98967,1.1296,0,exponential,3.5166,0.042923,7.1103,0.0020601,0.048777,10.505,0.089602,0.17824,2.3565,4.9285e-05,0.18723,0.039533,exponential,5.0653,powerlaw,10.617,0.084591,0.14414,0.07984,1.8009e-05,4.9006e-07,1.4527e-07,6.1293e-08
151,152,20949,248.5,22.447,0.004843,0.085606,xscan,0.038278,0.02525,0,0.024262,0.025448,0.022455,0.020727,3.6093,,1.0313,0.84717,0.74943,0.37807,powerlaw,1.6001,0.047404,7.0983,0.0030589,0.053385,9.7459,0.14199,0.14033,2.2807,6.7993e-05,0.026754,0.031111,exponential,6.6738,exponential,10.613,0.078434,0.24388,0.080344,4.0383e-05,2.5923e-06,1.0282e-06,5.3351e-07
152,153,20895,249.35,22.876,0.0047358,0.088025,xscan,0.045511,0,0.019173,0.020563,0.027371,0.020745,0.014468,,1.6592,0.71357,1.1854,0.71449,0,exponential,2.0796,0.046291,6.6611,0.14199,0.051548,8.5034,0.12896,0.13241,2.2648,6.6169e-05,0.72751,0.039627,exponential,5.264,exponential,8.2518,0.084575,0.093149,0.079363,2.4737e-05,6.7589e-07,2.0039e-07,8.4561e-08
153,154,21086,255,21.177,0.0061372,0.16649,xscan,0.040604,0.020145,0.014597,0.024745,0.027882,0.033321,0.050773,0,,1.4385,0.70593,0.54549,0.20249,powerlaw,13.708,0.081615,20.594,1.3725e-05,0.12556,67.049,0.00035166,0.36783,2.7357,5.7624e-05,0.18723,0.045673,exponential,5.5294,powerlaw,27.946,0.11081,0.50789,0.078089,3.0846e-05,1.1449e-06,3.7762e-07,1.7189e-07
154,155,20221,247.71,21.34,0.018518,0.37335,xscan,0.046688,0.03136,0.014769,0.025642,0.041514,0.067958,0.12008,0.89235,0,0.79279,0.74707,0.24596,0.24964,powerlaw,15.077,0.20482,34.738,0.00022882,0.56092,500,0.00085274,0.64915,3.2983,4.3217e-05,8.9112e-06,0.055101,powerlaw,18.64,powerlaw,42.702,0.29717,0.8025,0.078076,2.0344e-05,3.8354e-07,1.007e-07,3.8988e-08
155,156,20814,247.7,13.916,0.018672,0.20825,xscan,0.046645,0.032854,0.010937,0.027452,0.029149,0.036216,0.060722,0.89672,0.95475,0.34321,1.1179,0.23672,0.3861,powerlaw,7.6583,0.09745,23.425,9.8943e-06,0.1709,103.44,8.3864e-06,0.3724,2.7448,7.3016e-05,0.0029501,0.054026,powerlaw,13.056,powerlaw,27.549,0.20716,0.52249,0.080345,3.9004e-05,1.4319e-06,4.7051e-07,2.1362e-07
156,157,21032,250.61,11.482,0.0028725,0.072256,xscan,0.040113,0,0.021622,0.022846,0.022649,0.022469,0.0079051,2.4944,0.87143,1.0521,0.90177,1.0271,,exponential,3.829,0.043812,4.7001,0.16157,0.048402,5.4845,0.029934,0.08358,2.1672,6.9588e-05,0.00020231,1.1597e-05,exponential,4.4864,exponential,4.9718,0.082202,0.093771,0.079146,3.3205e-05,9.2237e-07,2.7373e-07,1.1554e-07
157,158,20929,251.83,11.578,0.0056864,0.084389,xscan,0.047178,0.024282,0,0.0247,0.028096,0.021061,0.018002,0.74176,,1.4452,0.9263,1.184,0,exponential,1.8703,0.048953,5.7771,0.063161,0.054149,6.6012,0.63156,0.084894,2.1698,8.6663e-05,0.026754,1.0843e-05,exponential,6.4033,exponential,8.0779,0.087603,0.13245,0.079098,3.4862e-05,9.5997e-07,2.8475e-07,1.2017e-07
158,159,20752,242.32,17.421,0.0062506,0.11057,xscan,0.038923,0.017624,0.021379,0.020181,0.024108,0.024225,0.03169,,0.92012,0.75,0.71514,1.497,0.39787,powerlaw,6.2318,0.053214,9.059,0.00020856,0.063432,16.102,0.15755,0.2229,2.4458,6.3078e-05,0.13716,0.041001,powerlaw,5.9336,powerlaw,13.562,0.09524,0.31859,0.081371,3.6077e-05,1.8983e-06,7.0419e-07,3.4843e-07
159,160,20915,237.54,23.106,0.0023863,0.068771,xscan,0.040681,0.01913,0.017291,0.017745,0.023964,0.018518,0.0057411,0.49895,1.3577,2.0183,2.0522,0.25779,,exponential,6.0715,0.041096,4.2797,0.029966,0.045758,4.5899,0.44038,0.076366,2.1527,6.4235e-05,0.18747,3.6445e-06,exponential,4.0757,powerlaw,6.4346,0.090187,0.06389,0.084046,3.4997e-05,9.8386e-07,2.9217e-07,1.2336e-07
160,161,20845,241.06,25.327,0.0022585,0.064585,xscan,0.038386,0.007933,0.0057711,0.017342,0.028491,0.015764,0.013958,,1.1247,1.0527,1.7004,0.57042,0.97863,exponential,1.9104,0.041219,6.2076,0.67657,0.04554,6.9753,0.22358,0.077728,2.1555,6.2504e-05,0.014095,4.3213e-05,exponential,5.619,exponential,7.1287,0.10073,0.070784,0.08186,2.3388e-05,6.4271e-07,1.9062e-07,8.0444e-08
161,162,21005,237.28,26.126,0.0030848,0.063518,xscan,0.039083,0,0,0.023731,0.018238,0.01755,0.014495,0.59809,,0.85567,0.98962,1.399,,gaussian,1.7833,0.035249,7.5687,0.26492,0.039059,10.317,0.91959,0.20195,2.4039,2.8197e-05,0.0029501,0.047422,exponential,5.83,exponential,5.606,0.086325,0.073359,0.084322,8.5403e-13,4.2051e-112,1.6297e-248,0
162,163,20891,236.74,30.194,0.0058631,0.080769,xscan,0.04013,0.010042,0.017682,0.018568,0.022637,0.020043,0.023921,1.9039,,0.86446,1.1271,0.48815,0.67917,powerlaw,2.9027,0.043116,8.8086,0.029966,0.049314,12.665,0.15755,0.17883,2.3577,4.8171e-05,0.71018,0.042846,exponential,4.3697,exponential,11.25,0.093643,0.18919,0.084,2.8111e-05,1.6448e-06,6.3234e-07,3.2091e-07
163,164,20873,237.07,35.463,0.0071135,0.11906,xscan,0.039004,0.025022,0.015255,0.018487,0.017146,0.027639,0.036167,1.0423,1.4475,0.33422,0.92003,0.54581,0.48371,powerlaw,6.8881,0.057483,17.182,0.037878,0.071815,30.641,0.36984,0.27622,2.5524,4.8939e-05,0.41944,0.044416,powerlaw,10.504,powerlaw,23.055,0.10582,0.4314,0.083531,2.7316e-05,1.2642e-06,4.4911e-07,2.155e-07
164,165,20777,228.53,43.096,0.0088468,0.11725,xscan,0.040561,0.01963,0.0043066,0.026561,0.021783,0.023991,0.032034,,,1.0274,0.7848,0.7214,0.57815,powerlaw,5.0109,0.051448,10.592,0.06551,0.063782,21.488,0.010799,0.26288,2.5258,4.8627e-05,0.0008243,0.046809,powerlaw,6.489,powerlaw,23.46,0.11851,0.44212,0.086535,2.7308e-05,1.3051e-06,4.6867e-07,2.2662e-07
165,166,20554,227.62,46.461,0.0018765,0.071744,xscan,0.040663,0.011071,0.017587,0.021969,0.023168,0.021591,0.019507,0.65176,0.90276,1.44,1.1554,1.2349,0,exponential,1.1126,0.043998,6.3314,0.0092876,0.049053,8.7409,0.71018,0.17231,2.3446,5.1748e-05,0.026754,0.041852,exponential,5.0197,powerlaw,5.9096,0.10412,0.090962,0.085943,2.1807e-05,5.9545e-07,1.7654e-07,7.4493e-08
166,167,20686,230.9,47.039,0.0032088,0.095183,xscan,0.042301,0.011992,0.012838,0.023969,0.025044,0.021858,0.021083,1.1916,,1.078,0.71892,0.5849,1.1539,powerlaw,9.9364,0.04894,5.6685,0.00020231,0.05485,7.3871,0.026754,0.096024,2.192,8.5901e-05,0.15755,0.0037019,exponential,2.1079,powerlaw,6.5477,0.118,0.10262,0.084901,5.2063e-05,3.7184e-06,1.5288e-06,8.1373e-07
167,168,20880,230.22,49.473,0.0049525,0.10301,xscan,0.044045,0.014687,0.024697,0.022695,0.021552,0.022122,0.027974,0.82052,0.97498,0.99253,0.60388,0.85007,0.7599,powerlaw,2.3842,0.049181,4.9065,0.00094541,0.055612,7.5177,0.013098,0.12496,2.2499,8.1021e-05,0.27347,0.029654,exponential,2.5267,powerlaw,6.791,0.09457,0.15181,0.08622,4.846e-05,3.2281e-06,1.2964e-06,6.7865e-07
168,169,21101,236.56,43.645,0.010202,0.076927,xscan,0.045608,0.023612,0.010758,0.027307,0.023072,0.023197,0.019774,0.83998,0,0.7491,0,3.7282,0.70022,powerlaw,3.6835,0.048746,4.7915,0.0030589,0.054331,5.1231,0.13716,0.088376,2.1768,8.8677e-05,0.30077,5.7352e-06,exponential,13.361,exponential,5.5458,0.21751,0.097477,0.084819,5.3933e-05,3.9235e-06,1.6232e-06,8.6778e-07
169,170,21291,244.28,43.502,0.0080645,0.073948,xscan,0.035657,0.013667,0.021005,0.023907,0.022426,0.016001,0.020631,,1.2357,0.73877,0.96626,1.0104,0.65703,exponential,2.5775,0.045929,4.0158,0.0029501,0.051169,4.354,0.44038,0.099177,2.1984,7.6333e-05,0.063161,1.0195e-06,exponential,5.0853,exponential,4.8874,0.08111,0.10401,0.082073,4.5911e-05,1.2964e-06,3.8507e-07,1.6259e-07
170,171,20955,231.92,55.801,0.025114,0.2014,xscan,0.040801,0.019715,0.03607,0.02531,0.033868,0.034987,0.059005,1.3784,1.5466,0,0.94359,0,0.36205,powerlaw,8.3477,0.091038,16.596,0.00020856,0.11678,33.119,0.00020231,0.30101,2.602,0.00010904,0.0030589,0.047795,powerlaw,5.3742,powerlaw,24.247,0.10131,0.43251,0.08606,6.0178e-05,2.6236e-06,9.1349e-07,4.3212e-07
171,172,19642,219.91,77.878,0.01872,0.28532,xscan,0.038461,0.020238,0.028949,0.035861,0.042561,0.055594,0.097635,,0.86817,1.0469,0.62634,0.35526,0.27823,powerlaw,2.5449,0.14152,21.101,8.3864e-06,0.5225,500,0.14199,0.46126,2.9225,0.00010164,0.26492,0.046823,powerlaw,6.0327,powerlaw,27.096,0.15346,0.59762,0.085167,5.2134e-05,1.5452e-06,4.7246e-07,2.0381e-07
172,173,21166,252.89,63.845,0.045205,0.33436,xscan,0.061165,0.034623,0.056296,0.022843,0.043077,0.048947,0.10291,0,1.1339,0,0.7794,0,0.36249,powerlaw,4.7832,0.16024,26.443,8.3864e-06,0.3306,167.94,0.0029501,0.36531,2.7306,0.00018177,0.0002683,0.071167,powerlaw,29.104,powerlaw,29.308,0.32162,0.54029,0.079031,9.7413e-05,3.6378e-06,1.2023e-06,5.4807e-07
173,174,21983,264.84,37.648,0.012181,0.22705,xscan,0.045544,0.018416,0.025827,0.032794,0.037305,0.0432,0.075181,0,1.7439,0.95328,0.74262,0.42553,0.30471,powerlaw,2.5841,0.11435,21.394,0.00020231,0.26862,190.88,0.005413,0.44168,2.8834,7.4477e-05,0.013098,0.051265,powerlaw,7.2256,powerlaw,25.323,0.13267,0.52208,0.079131,3.8545e-05,1.1976e-06,3.7204e-07,1.6231e-07
