s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
96,97,8828,262.38,1359.1,0.020226,0.25715,xscan,0.03699,0.03533,0,0.028623,0.029841,0.059664,0.099563,,1.3462,1.1755,0.56474,0.22867,0.39666,powerlaw,4.7989,0.15905,32.635,0.2568,0.46905,500,0.0082394,0.63104,3.2621,3.2485e-05,0.14385,0.056373,powerlaw,47.187,gaussian,35.254,0.74011,0.74646,0.030678,1.5419e-05,3.0365e-07,8.0899e-08,3.1651e-08
97,98,20314,383.43,1347.9,0.021469,0.44918,xscan,0.045224,0,0.022235,0.030078,0.047164,0.086801,0.15342,0,0,0.67763,0.51435,0.33126,0.40021,powerlaw,8.3246,0.25953,36.309,0.0019161,0.66556,500,0.017719,0.72621,3.4524,3.7871e-05,0.0077097,0.061556,powerlaw,39.239,powerlaw,38.761,0.68039,0.78571,0.04927,1.721e-05,2.6952e-07,6.6473e-08,2.4621e-08
98,99,9575,318.71,1340.2,0.021256,0.50311,xscan,0.049542,0,0.03146,0.033381,0.05814,0.11497,0.19732,,0.88789,0.55,0.47441,0.21273,0.30275,powerlaw,3.3579,0.3557,40.063,0.34041,0.82414,500,0.010136,0.79911,3.5982,3.4226e-05,0.14385,0.065493,powerlaw,53.86,powerlaw,39.436,0.68335,0.81546,0.028997,1.5044e-05,1.9767e-07,4.5954e-08,1.6322e-08
99,100,20808,237.19,1340.1,0.01813,0.44212,xscan,0.03446,0.027053,0.016679,0.033346,0.047998,0.081408,0.15105,0.51151,1.4066,0.71267,0.46798,0.34096,0.29858,powerlaw,28.482,0.25135,35.571,5.1639e-06,0.64655,500,2.6672e-05,0.72328,3.4466,3.7156e-05,0.00055802,0.056604,powerlaw,25.142,powerlaw,40.073,0.45747,0.80525,0.081517,1.6908e-05,2.6667e-07,6.5927e-08,2.446e-08
100,101,17742,277.21,1334.4,0.0123,0.29172,xscan,0.033627,0,0.02643,0.02794,0.041112,0.064669,0.10536,,0.63598,0.93396,0.60809,0.33972,0.37288,powerlaw,18.686,0.17069,30.193,0.026754,0.516,500,0.026754,0.63171,3.2634,4.0196e-05,0.03631,0.057435,powerlaw,21.883,powerlaw,33.254,0.40081,0.70119,0.060325,1.9073e-05,3.7501e-07,9.9857e-08,3.9052e-08
101,102,21035,255.23,1339.3,0.0094148,0.16778,xscan,0.019497,0.020519,0.018217,0.022605,0.02755,0.038137,0.06035,,0,1.1715,0.96762,0,0.49783,powerlaw,0.22294,0.092515,24.011,0.0096417,0.32779,500,0.11459,0.48861,2.9772,3.5239e-05,0.11459,0.051715,powerlaw,17.941,powerlaw,27.122,0.29362,0.59812,0.076651,1.7851e-05,4.9537e-07,1.4814e-07,6.2908e-08
102,103,11688,236.81,1340.5,0.013489,0.35318,xscan,0.032571,0.024838,0.019754,0.029307,0.039454,0.075655,0.12919,,1.6933,0.82487,0.36699,0.24521,0.29492,powerlaw,24.846,0.21057,33.152,0.00032959,0.57884,500,0.0014155,0.69025,3.3805,3.6434e-05,1.4324e-05,0.05076,powerlaw,29.929,gaussian,39.89,0.33175,0.81361,0.045321,1.6832e-05,2.8743e-07,7.2989e-08,2.7599e-08
103,104,20522,311.31,1332.7,0.018922,0.35009,xscan,0.038981,0.024384,0.023479,0.026833,0.036677,0.067603,0.12172,0,8.4486,0.34306,0.54715,0.235,0.33206,powerlaw,18.8,0.19796,34.146,4.9732e-06,0.54779,500,0.00012586,0.66879,3.3376,3.6334e-05,0.00015011,0.058084,powerlaw,29.174,powerlaw,35.924,0.36951,0.76341,0.06218,1.6951e-05,3.0482e-07,7.8763e-08,3.0153e-08
104,105,21878,274.65,1317.8,0.017123,0.19138,xscan,0.037108,0,0.027032,0.015892,0.027652,0.037203,0.064552,,0.65776,0,0.8134,0.34925,0.33352,powerlaw,1.7667,0.1011,26.545,0.00020231,0.34581,500,0.0041206,0.44292,2.8858,4.9529e-05,0.0029501,0.052405,powerlaw,17.308,powerlaw,28.159,0.26249,0.54995,0.073226,2.5619e-05,7.9363e-07,2.4629e-07,1.0737e-07
105,106,21892,231.83,1307,0.0082795,0.13852,xscan,0.033665,0.016505,0.010806,0.021046,0.019215,0.028541,0.047782,,0,0.78104,0.74541,0.21627,0.49556,powerlaw,0.16648,0.075832,26.671,0.15755,0.25934,500,0.30077,0.49415,2.9883,2.1402e-05,0.30077,0.052772,powerlaw,5.6766,powerlaw,29.906,0.074084,0.58645,0.087723,1.0814e-05,2.9612e-07,8.8155e-08,3.7316e-08
106,107,22020,236.71,1305.8,0.0075488,0.19295,xscan,0.036359,0.020015,0.016177,0.02303,0.029052,0.039178,0.067302,0.23024,1.0915,1.1645,0.66799,0.21863,0.36926,powerlaw,2.9474,0.10464,26.825,0.00015011,0.34962,500,0.0006368,0.53113,3.0623,3.2023e-05,0.0010399,0.051317,powerlaw,7.6141,powerlaw,28.134,0.20104,0.56379,0.087267,1.5909e-05,3.9853e-07,1.1514e-07,4.7712e-08
107,108,16365,233.07,1305.9,0.0084968,0.19127,xscan,0.034127,0.023481,0.012758,0.023668,0.026857,0.04251,0.068635,0.99992,1.0139,0.72387,0.99872,0.37635,0.3154,powerlaw,2.7126,0.1084,27.201,0.0016394,0.36056,500,0.0014155,0.53956,3.0791,3.2488e-05,0.0013173,0.050839,powerlaw,7.2769,powerlaw,30.886,0.13347,0.63063,0.066791,1.6079e-05,3.9468e-07,1.1325e-07,4.6702e-08
