s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
26,27,16174,239.36,2468.4,0.00050638,0.065404,xscan,0.036343,0,0.021006,0.024735,0.019679,0.023407,0.017405,,,1.0413,0.84102,1.9762,0.65191,exponential,3.5902,0.042753,5.2904,0.021697,0.04788,6.2985,0.77865,0.083903,2.1678,6.9211e-05,0.056337,7.55e-06,exponential,5.7263,exponential,8.5314,0.072702,0.09076,0.063587,2.8506e-05,7.8648e-07,2.3331e-07,9.8469e-08
27,28,15054,230.89,2468.3,0.00087851,0.072075,xscan,0.037557,0.025681,0.025783,0.025892,0.027559,0.020662,0.014937,,1.1718,2.1536,0.45328,,0,exponential,5.3057,0.050908,4.0006,0.0072997,0.057265,4.2448,0.67823,0.11571,2.2314,9.0428e-05,0.34041,1.8425e-06,exponential,2.8771,exponential,6.266,0.10468,0.11018,0.062142,5.8832e-05,1.665e-06,4.9464e-07,2.0887e-07
28,29,16674,233.17,2467.7,0.0021109,0.076491,xscan,0.035302,0.0088915,0.011965,0.026327,0.027891,0.02483,0.019076,,,1.1185,2.2286,0.64646,0,exponential,8.6136,0.050411,6.553,0.0082394,0.056043,7.8724,0.70012,0.10781,2.2156,8.6514e-05,0.0072997,0.015355,exponential,5.059,exponential,10.567,0.1031,0.15352,0.067432,3.1514e-05,8.6276e-07,2.5583e-07,1.0796e-07
29,30,17949,237.03,2464.8,0.0048815,0.074529,xscan,0.036446,0,0.024595,0.024451,0.026925,0.017633,0.023237,0,1.1028,0.8714,1.1858,1.1547,0.1835,exponential,5.7524,0.049203,5.1258,0.2568,0.054966,5.9206,0.67823,0.1049,2.2098,8.6531e-05,0.12821,1.096e-05,exponential,5.6462,powerlaw,6.4009,0.08627,0.13084,0.071685,3.9843e-05,1.1024e-06,3.2707e-07,1.3805e-07
30,31,19052,241.53,2457.7,0.0099714,0.075208,xscan,0.036889,0.010237,0.022529,0.022844,0.027272,0.023871,0.017471,0,1.2786,1.3927,0.93827,1.5277,0.85045,exponential,15.889,0.049714,5.8466,0.054127,0.05554,6.9179,1,0.098722,2.1974,8.8961e-05,0.063583,7.343e-06,exponential,5.4742,powerlaw,7.1702,0.10785,0.099335,0.074259,3.5064e-05,9.6385e-07,2.8587e-07,1.2064e-07
31,32,20244,258.49,2444.3,0.017203,0.074768,xscan,0.034138,0.024862,0.028638,0.022493,0.025838,0.027159,0.017883,0,1.2948,0.70991,1.2416,0.85726,0.39787,exponential,2.0184,0.053144,3.3887,0.013098,0.05954,4.404,0.07314,0.11465,2.2293,9.929e-05,0.10881,8.9282e-06,exponential,6.7828,exponential,6.4316,0.085772,0.11742,0.074046,6.1522e-05,1.7354e-06,5.1546e-07,2.1765e-07
32,33,20518,261.09,2425.7,0.018438,0.087962,xscan,0.035181,0.025904,0.026408,0.026469,0.022935,0.030815,0.026874,1.5937,1.8774,1.3044,0.90282,0.82218,0.74333,powerlaw,7.1591,0.058962,3.166,0.00020231,0.066401,4.2997,0.0030589,0.13046,2.2609,0.00011983,0.017303,1.6775e-06,exponential,2.7852,exponential,8.8305,0.11292,0.16995,0.075726,7.1493e-05,4.6997e-06,1.8791e-06,9.8053e-07
33,34,20349,266.24,2412.4,0.0062977,0.077369,xscan,0.03779,0.01387,0.022259,0.026571,0.028819,0.031445,0.013643,0.71596,0.85037,1.0384,1.2009,1.1082,0,exponential,1.9051,0.055473,5.4248,0.0041206,0.061508,6.0716,0.71018,0.12132,2.2426,0.00010219,0.002073,5.5342e-06,exponential,6.8402,exponential,7.4702,0.11073,0.12264,0.072794,4.8713e-05,1.3462e-06,3.9938e-07,1.6856e-07
34,35,20836,265.86,2414.6,0.0088471,0.068632,xscan,0.037904,0,0.022929,0.026065,0.021349,0.027758,0,0.26924,0.77767,0.94063,0.9055,1.0029,0,exponential,1.0665,0.046093,5.4668,0.040944,0.051101,6.2301,0.67823,0.087061,2.1741,7.7012e-05,0.00054565,2.3602e-05,exponential,4.7584,exponential,4.7804,0.084609,0.11978,0.075326,3.281e-05,9.0564e-07,2.6866e-07,1.1339e-07
35,36,20781,259.01,2425.5,0.010644,0.071003,xscan,0.039192,0.0069574,0.014634,0.023112,0.025079,0,0.019623,,,0.92863,1.4111,0,0.68258,exponential,0.5211,0.042386,4.1411,0.005413,0.047242,4.3091,0.15755,0.075029,2.1501,6.9052e-05,0.2393,9.5616e-06,exponential,4.5429,exponential,11.046,0.064458,0.23974,0.076604,3.9501e-05,1.1164e-06,3.3164e-07,1.4003e-07
36,37,20455,259.98,2432.8,0.0035916,0.06669,xscan,0.034016,0.015866,0.014792,0.024555,0.018796,0.02337,0.013731,5.5978,1.3058,0.83253,0.70476,1.5465,0,exponential,7.3976,0.043395,4.5092,0.20082,0.048412,5.2344,0.30988,0.090919,2.1818,6.9325e-05,0.34714,5.583e-06,exponential,4.6328,exponential,6.3341,0.082356,0.1034,0.074962,3.4701e-05,9.6657e-07,2.8689e-07,1.211e-07
37,38,20483,249.1,2432.3,0.0039347,0.065056,xscan,0.032925,0.004401,0.020331,0.021423,0.028581,0.022762,0.013996,,1.3071,1.3485,1.8476,0.72732,0.88831,exponential,15.991,0.047152,5.9192,0.14199,0.052066,6.8913,0.25226,0.10265,2.2053,7.5426e-05,0.06551,5.2743e-06,exponential,4.7771,exponential,9.264,0.12393,0.11636,0.078586,3.0929e-05,8.5031e-07,2.522e-07,1.0643e-07
38,39,20553,250.41,2426.2,0.0074674,0.067591,xscan,0.036563,0,0.017596,0.025433,0.028197,0.020397,0.0099994,,1.4919,0.91618,1.5944,1.0864,0,gaussian,1.9223,0.047038,5.6933,0.27347,0.051522,6.6223,0.029966,0.10212,2.2042,7.3294e-05,0.025769,0.021098,exponential,4.4071,exponential,6.8548,0.097834,0.14796,0.078742,1.5814e-08,1.0187e-64,6.6467e-142,5.7942e-250
39,40,20662,251.28,2418.8,0.0071322,0.073227,xscan,0.034178,0.013991,0.015908,0.024151,0.022728,0.021862,0.023691,0,1.3671,1.5703,0.78389,1.1681,0.57917,exponential,0.54745,0.047278,5.4046,0.00022882,0.052745,6.74,0.04781,0.098624,2.1972,7.9147e-05,0.013098,6.8129e-07,exponential,4.9654,powerlaw,8.0604,0.10134,0.11271,0.079052,3.2424e-05,8.9215e-07,2.6462e-07,1.1168e-07
40,41,20773,253.56,2412.5,0.0061755,0.08631,xscan,0.032468,0,0.018147,0.020247,0.024385,0.025475,0.026355,1.2952,0.92165,0.9041,1.3183,0.81662,0.44101,powerlaw,4.7493,0.049101,6.1988,0.0029501,0.055269,7.8877,0.026754,0.10767,2.2153,8.4147e-05,0.63156,5.4914e-06,exponential,6.7681,powerlaw,11.728,0.085193,0.18564,0.078439,5.0729e-05,3.5228e-06,1.4348e-06,7.5859e-07
41,42,20873,252.42,2407.8,0.0055963,0.10157,xscan,0.036889,0.006783,0.024505,0.022046,0.027108,0.025021,0.030844,0.85299,3.6899,1.2303,1.1595,0.75845,0.48043,powerlaw,10.442,0.05513,6.5375,0.0049691,0.062645,9.27,0.20082,0.13639,2.2728,9.6698e-05,0.67657,0.017199,exponential,4.5755,powerlaw,15.643,0.11706,0.30602,0.079445,5.7535e-05,3.7286e-06,1.4836e-06,7.7155e-07
42,43,14291,252.52,2403.7,0.0063189,0.11172,xscan,0.036262,0,0.023542,0.0249,0.030153,0.028564,0.030604,1.1647,1.035,0.83141,0.97906,0.7882,0,powerlaw,1.1768,0.058864,7.5615,0.0021401,0.067561,11.153,0.49994,0.17871,2.3574,9.46e-05,0.49994,0.02861,exponential,4.8159,powerlaw,12.921,0.10607,0.18326,0.054445,5.5209e-05,3.2312e-06,1.2424e-06,6.3055e-07
